id,answer
1757,2005
1758,Jr
1759,1929
1760,1929
1761,Cooper River
1762,150
1763,The Roman Catholic Diocese of Charleston Office of Education
1764,Charleston School of Law
1765,Porter Military Academy
1766,Charleston Catholic School
1767,Charleston Catholic School
1768,Charleston
1769,Mount Pleasant
1770,2007
1771,College of Charles Towne
1772,Trident Technical College
1773,Spoleto
1774,Charleston
1775,Gian Carlo Menotti
1776,Spoleto Festival USA
1777,The Military College of South Carolina
1778,1996
1779,2-COMMA-500
1780,Two
1781,Naval Base
1782,Marine Corps
1783,1832
1784,Cooper Ashley Rivers
1785,Cooper Ashley Rivers
1786,United States Coast Guard
1787,Washington
1788,Charleston International
1789,Charleston Marathon
1790,1808
1791,The Piedmont
1792,Black Belt
1793,1868 1876
1794,Republican Party
1795,Republican Party
1796,Confederacy
1797,Charleston
1798,Russians
1799,Georgia
1800,Georgia
1801,three
1802,Byzantine Greek
1803,
1804,may
1805,may
1806,Pushkin's
1807,Kievan Rus'
1808,Rusyn
1809,Russia
1810,Russia
1811,Kievan
1812,East Slavic
1813,South Slavic Old Church Slavonic
1814,Church Slavonic
1815,Russians
1816,Warsaw Pact
1817,Soviet Union
1818,Northern Southern
1819,25%
1820,1000
1821,Russians
1822,58.6%
1823,1809 1918
1824,1809 1918
1825,33-COMMA-400
1826,67.8%
1827,0.6%
1828,58.6%
1829,1 million
1830,1996
1831,1996
1832,Georgia
1833,USSR
1834,Warsaw Pact
1835,Soviet Union
1836,Soviet Union
1837,2004 15-COMMA-000
1838,21-COMMA-639
1839,2004 15-COMMA-000
1840,2004 15-COMMA-000
1841,Georgia
1842,58.6%
1843,67.8%
1844,67.8%
1845,Russians
1846,67.8%
1847,Armenia
1848,58.6%
1849,Framework Convention
1850,Russians
1851,7
1852,25.6%
1853,25.6%
1854,25.6%
1855,7
1856,Alaska
1857,Alaska
1858,North America
1859,Kazakhstan's
1860,Census
1861,
1862,Vladimir Dal
1863,Russians
1864,Great Russian
1865,Internet English
1866,5.9%
1867,5.9%
1868,5.9%
1869,1996
1870,Northern Southern
1871,Northern Southern
1872,Standard Russian
1873,
1874,Church Slavonic
1875,
1876,Northern Southern
1877,Volga River
1878,Moscow
1879,Northern Southern
1880,Vladimir Dal
1881,Vladimir Dal
1882,Standard Russian
1883,History
1884,two
1885,one
1886,Byzantine Greek
1887,one
1888,one
1889,one
1890,Russia
1891,Russia
1892,Russia
1893,2014
1894,Russia
1895,Soviet
1896,Unicode
1897,Unicode
1898,UNIX-like
1899,UNIX-like
1900,World Health Organization
1901,may
1902,Institute of Russian Language of the Russian Academy of Sciences
1903,Institute of Russian Language of the Russian Academy of Sciences
1904,Institute of Russian Language of the Russian Academy of Sciences
1905,Nikolai Gogol
1906,six
1907,Moscow
1908,Irish
1909,Volga River
1910,Alexander Pushkin
1911,Standard Northern
1912,Moscow
1913,1000
1914,880
1915,Russia
1916,Old East Slavic
1917,880
1918,Western Europe
1919,Lomonosov
1920,Lomonosov
1921,Kievan
1922,Tolstoy's   War Peace
1923,Novgorod
1924,may
1925,Kievan
1926,Russian
1927,1991
1928,Russians
1929,Ukraine
1930,Research Center Sociological Research
1931,Arefyev
1932,L
1933,Little
1934,Switzerland
1935,Canton
1936,Canton
1937,36
1938,140-COMMA-634
1939,Bern Airport
1940,Old Town
1941,Bern
1942,Canton of Bern
1943,Swiss
1944,Alemannic Swiss German
1945,Standard German
1946,Swiss
1947,1983
1948,ten
1949,Old Town
1950,2010
1951,Old Town
1952,Bern Airport
1953,1983
1954,Duke
1955,Berchtold
1956,Nydeggbrcke
1957,Celtic
1958,Bern
1959,Switzerland's
1960,Nydeggbrcke
1961,Bern
1962,2
1963,Roman
1964,Berchtold
1965,4
1966,Upper Burgundy
1967,Zhringer
1968,Upper Burgundy
1969,1309
1970,Berthold
1971,1353
1972,eight
1973,1415
1974,Vaud
1975,Belp
1976,Kfigturm
1977,Switzerland
1978,Thirty
1979,one
1980,Old Town
1981,1798
1982,Bern Berne German Bern
1983,1802
1984,Bern
1985,1979
1986,Switzerland
1987,Bern
1988,34%
1989,Bern Airport
1990,Ice Age
1991,Old Town
1992,Bern Airport
1993,Europe
1994,Canton of Bern
1995,Bern
1996,Kirchenfeld
1997,Kirchenfeld
1998,24-COMMA-311
1999,25 November 2012
2000,City Council Gemeinderat
2001,five
2002,Canton of Bern
2003,Bern
2004,Erlacherhof
2005,2015
2006,SP Social Democratic Party
2007,Evangelical People's Party
2008,Albrecht Strler
2009,Unlike
2010,25 November
2011,City Council
2012,SP Social Democratic Party
2013,46
2014,Bern
2015,140-COMMA-634
2016,34%
2017,2000 2010
2018,2000 2010
2019,Swiss
2020,Italian
2021,104-COMMA-465
2022,Bern
2023,2008
2024,Salzburg The City Council Gemeinderat
2025,Bern
2026,35.4%
2027,20.1%
2028,25-COMMA-818
2029,15.1%
2030,140-COMMA-634
2031,15.1%
2032,406-COMMA-900
2033,59-COMMA-948
2034,39-COMMA-008
2035,9-COMMA-468
2036,Bern
2037,1.8
2038,one
2039,7.4%
2040,90.6%
2041,99.4%
2042,2000 2010
2043,24.5%
2044,0.25%
2045,30.3%
2046,140-COMMA-634
2047,Canton of Bern
2048,Canton of Bern
2049,Old Town
2050,Gothic
2051,Holy Ghost Church
2052,River Aare
2053,Lnggasse quarter
2054,Bern
2055,Dhlhlzli
2056,Canton of Bern
2057,Bern
2058,Federal Palace Bundeshaus
2059,Bern
2060,one
2061,Einsteinhaus
2062,Rose Garden Rosengarten
2063,Rose Garden Rosengarten
2064,Rose Garden
2065,1913
2066,Switzerland
2067,One
2068,Hans Hiltbrand
2069,Bern
2070,1421
2071,Old Town
2072,Hans Gieng
2073,English German French
2074,1954
2075,Vancouver
2076,BSC Young Boys
2077,SC Bern
2078,Bern
2079,2009
2080,2010
2081,2010
2082,Bern
2083,3.3%
2084,59
2085,16-COMMA-413
2086,950
2087,109-COMMA-358
2088,203
2089,203
2090,59
2091,109-COMMA-358
2092,94-COMMA-367
2093,16-COMMA-424
2094,20.6%
2095,20.6%
2096,Lnggasse quarter
2097,39.2%
2098,39.2%
2099,140-COMMA-634
2100,six
2101,Canton of Bern
2102,six
2103,89
2104,5-COMMA-040
2105,151
2106,8
2107,1-COMMA-185
2108,1-COMMA-185
2109,Kirchenfeld
2110,106 348
2111,City Parliament
2112,City Parliament
2113,Canton of Bern
2114,Bern
2115,
2116,
2117,Japan
2118,
2119,1827
2120,Superman
2121,Japanese
2122,American
2123,English
2124,European
2125,
2126,Japanese Comics
2127,Coulton Waugh
2128,Coulton Waugh
2129,1827
2130,Japan
2131,Norman Bayeux Tapestry
2132,Norman Bayeux Tapestry
2133,Norman Bayeux Tapestry
2134,Norman Bayeux Tapestry
2135,Glasgow
2136,1825
2137,Glasgow
2138,Ally Sloper
2139,1884
2140,Osamu Tezuka
2141,Rodolphe
2142,Bud Fisher's Mutt Jeff
2143,1907
2144,Superman
2145,Superman
2146,Superman
2147,Comics Code Authority
2148,1938
2149,Superman
2150,European
2151,L'Association
2152,Rodolphe Tpffer
2153,Japan
2154,Hokusai Manga
2155,Hokusai
2156,1929
2157,Henri Vanlier
2158,1900
2159,Rakuten Kitazawa
2160,Superman
2161,Sazae-san
2162,Japan
2163,Europe
2164,Europe
2165,Europe
2166,Japanese
2167,Ally Sloper
2168,
2169,English-speaking
2170,Japan
2171,English-speaking
2172,Japan
2173,Europe
2174,Japan
2175,Europe
2176,Europe
2177,US
2178,
2179,II
2180,Will Eisner
2181,English
2182,Europe
2183,Hokusai
2184,Rodolphe Tpffer
2185,
2186,Punch
2187,Zig
2188,1929
2189,Europe
2190,US
2191,US
2192,French-language
2193,Japan
2194,1827
2195,English
2196,Japan
2197,1972
2198,Mtal
2199,American
2200,Japanese
2201,1924
2202,Ren Goscinny Albert Uderzo
2203,Rakuten Kitazawa
2204,Frederik
2205,Coulton Waugh
2206,American
2207,David
2208,1993
2209,Japanese-style
2210,Jiji Manga
2211,French-language
2212,French
2213,Osamu Tezuka
2214,New York World
2215,
2216,Thierry Smolderen Harry Morgan
2217,
2218,Neil Cohn
2219,
2220,Morgan
2221,Eisner
2222,Lascaux
2223,Tpffer
2224,Lawrence Grove
2225,Thierry Groensteen Scott McCloud
2226,
2227,Rodolphe Tpffer
2228,Henri Vanlier
2229,Pierre Fresnault-Deruelle
2230,Neil Cohn
2231,Russian Russian 
2232,Russian Russian 
2233,Korean
2234,Japanese Comics
2235,Japan
2236,American
2237,Rodolphe
2238,Osamu Tezuka
2239,Japanese
2240,Sundays
2241,American
2242,American
2243,Superman
2244,Aaron Meskin
2245,
2246,
2247,may
2248,one
2249,one
2250,Japan
2251,India
2252,India
2253,India
2254,
2255,Wolverine
2256,Joe Quesada
2257,New York City
2258,New York City
2259,Southwest
2260,Martin Goodman
2261,Martin Goodman
2262,1939
2263,Four
2264,330
2265,1
2266,Joe Simon
2267,Jack Kirby
2268,Carl Burgos'
2269,Bill Everett's
2270,Comics Code Authority
2271,Basil Wolverton's
2272,Super Rabbit
2273,Captain
2274,Marvel Universe
2275,One
2276,330
2277,Marvel Comics
2278,Marvel Comics
2279,Stan Lee
2280,Atlas
2281,Friendly Ghost Homer
2282,Hooper
2283,Hooper
2284,Marvel Comics
2285,Britain
2286,Jim Lee Rob Liefeld
2287,Four
2288,Comics Code Authority
2289,Jack Kirby
2290,New York City
2291,America
2292,Jack Kirby's Fantastic
2293,Atlas
2294,Hulk
2295,Walt Disney World
2296,Comics
2297,Pat Boone Marvel
2298,Kennedy Bob Dylan
2299,New York City
2300,Heroes World Distribution
2301,Four
2302,Jim Lee Rob Liefeld
2303,50 million
2304,Diamond Book Distributors Hachette Distribution Services
2305,Goodman
2306,Marvel AR
2307,1978
2308,Marvel Disney Books Group
2309,Marvel Disney Books Group
2310,Marvel Disney Books Group
2311,Marvel Comics
2312,2011
2313,Stan Lee
2314,Jim Lee Rob Liefeld
2315,Red Sonja
2316,1972
2317,March
2318,Atlas Comics
2319,Image Comics
2320,1972
2321,1974
2322,Marvel
2323,Marvelcon
2324,Jack Kirby
2325,British
2326,1
2327,1
2328,Jim Shooter
2329,1978
2330,Stan Lee
2331,Jim Lee Rob Liefeld
2332,Epic Comics
2333,Powerhouse Pepper
2334,Martin Goodman
2335,1990
2336,Marvel Universe Cards
2337,Jim Lee Rob Liefeld
2338,Image Comics
2339,Marvel Comics
2340,Four
2341,Four
2342,Miss America
2343,Marvel Universe Cards
2344,September 2010
2345,Diamond Comic Distributors Inc
2346,1994
2347,March
2348,West 42nd Street
2349,2001
2350,2001
2351,1939
2352,Martin Goodman
2353,Curtis Circulation Company
2354,April 2013
2355,one million
2356,80%
2357,Heroes World Distribution
2358,March 2012
2359,Goodman
2360,Infinite Comics
2361,Marvel Comics
2362,Infinite Comics
2363,Thor
2364,ABC
2365,Disney's
2366,Disney
2367,1997
2368,1997
2369,Marvel Comics
2370,Marvel Origin Storybooks
2371,Marvel Comics
2372,2011
2373,Walt Disney Parks Resorts
2374,Hong Kong Disneyland
2375,Disney's
2376,Adventures
2377,Galaxy
2378,Soviet Union
2379,Reich
2380,Germany
2381,Stalin
2382,Karelia Salla
2383,San river
2384,Finland
2385,Biaystok
2386,Finland
2387,1939 1940
2388,Germany's
2389,Stalin
2390,Molotov
2391,Germany
2392,Czechoslovakia
2393,Kresy
2394,Western
2395,British
2396,Munich
2397,Stalin
2398,USSR Britain
2399,Britain
2400,Poland
2401,Kresy
2402,USSR
2403,May
2404,Germany
2405,Carr
2406,Soviet Union
2407,Soviet Union
2408,21 August
2409,Germany
2410,Munich
2411,Estonia Finland
2412,one
2413,Soviet Union the Igorka
2414,Maxim Litvinov
2415,August
2416,Eleven
2417,Lvov Brest-Litovsk
2418,Lithuania
2419,Soviet Union Germany
2420,Suvorov Stalin
2421,Romania
2422,German
2423,USSR Germany
2424,one
2425,Stalin
2426,September 1939
2427,Germany
2428,Germany
2429,Hitler
2430,two
2431,Luftwaffe
2432,1 September
2433,Germany
2434,Germany
2435,Germany
2436,Lvov Brest-Litovsk
2437,Scheschupe
2438,28 September 1939
2439,Eleven
2440,Poland
2441,Finnish Baltic
2442,may one million
2443,Soviet
2444,Romania Bessarabia
2445,Latvia
2446,Germany
2447,Germany
2448,The Hertza
2449,three
2450,Two
2451,Soviet Union
2452,September
2453,60-COMMA-000
2454,43-COMMA-000
2455,43-COMMA-000
2456,Congress of People's Deputies
2457,Soviet
2458,1.1million
2459,Eleven
2460,1933
2461,Hertza
2462,August 1
2463,Herbert Biberman
2464,Maurice Thorez
2465,Stalin
2466,9
2467,Britain France
2468,Maurice Thorez
2469,Britain France
2470,Walter Ulbricht
2471,Hitler
2472,USSR
2473,Jzef Beck
2474,West
2475,one
2476,Supreme Soviet
2477,1 September
2478,1 September
2479,1940
2480,Northern Sea Route
2481,Manchuria
2482,Nazi
2483,31.5million
2484,Soviets
2485,Lvov Brest-Litovsk
2486,Soviets
2487,Stalin
2488,German Reich
2489,GermanSoviet
2490,Carr
2491,United States Britain
2492,Tripartite
2493,Munich
2494,Stalin
2495,Stalin
2496,Hitler
2497,Germany
2498,Pravda Izvestia
2499,Munich
2500,three million
2501,three million
2502,1939 1940
2503,1933
2504,Exploitation German
2505,West
2506,Paul Otto Schmidt
2507,Berlin
2508,Louis Post-Dispatch
2509,Stalin
2510,London
2511,Sontag James S
2512,MolotovRibbentrop Pact
2513,1948
2514,Germany
2515,Carr
2516,Carr
2517,Derek Watson
2518,Pravda Izvestia
2519,Stalin
2520,Albert Resis
2521,Stalin
2522,Viktor Suvorov
2523,Edward Hallett Carr
2524,Hitler
2525,Germany
2526,Edward Hallett Carr
2527,Stalin
2528,Suvorov Stalin
2529,NATO
2530,Czechoslovakia
2531,Soviet Union
2532,eight
2533,Soviet Union
2534,NATO
2535,Czechoslovakia
2536,Solidarity
2537,Czechoslovakia
2538,1963
2539,Revolutions
2540,Hungary
2541,Vclav Havel
2542,Czechoslovakia
2543,Czechoslovakia
2544,Central Eastern
2545,Soviet Union
2546,USSR
2547,Soviet Union
2548,West Germany
2549,Molotov
2550,20 March 1952
2551,Federal Republic of Germany
2552,Hastings Ismay
2553,1954
2554,1954
2555,West Germany
2556,1954
2557,Halvard Lange
2558,25 February 1991
2559,Czechoslovakia
2560,First Deputy Minister
2561,25 February 1991
2562,1963
2563,1966
2564,EDC
2565,Warsaw
2566,1956
2567,Imre Nagy
2568,1968
2569,Hungary
2570,Hungary
2571,1989
2572,seven
2573,USSR
2574,1954
2575,1999
2576,2005
2577,30
2578,Supreme Commander of the Unified Armed Forces of the Warsaw Treaty Organization
2579,178
2580,1954
2581,Antarctica
2582,Antarctica
2583,.2
2584,5-COMMA-000
2585,West Antarctica
2586,Antarctica
2587,200
2588,Antarctica
2589,.2
2590,
2591,Andes
2592,Jurassic
2593,Paleozoic
2594,Andes
2595,West Antarctica
2596,West Antarctica
2597,Antarctic Peninsula
2598,Antarctic Peninsula
2599,West Antarctica
2600,Marie Byrd Land Alexander Island
2601,Australia
2602,Matthew Flinders
2603,1814
2604,South America Australia
2605,Matthew Flinders
2606,Matthew Flinders
2607,1814
2608,Argentine
2609,500
2610,500
2611,235
2612,One
2613,5
2614,Ernest Shackleton
2615,Edgeworth David
2616,Edgeworth David
2617,1931
2618,14 December 1911
2619,1978
2620,
2621,32-COMMA-000
2622,1980
2623,Antarctic
2624,1957
2625,Antarctic Treaty Environmental Protocol
2626,1957
2627,1957
2628,Antarctica
2629,Antarctica
2630,South Polar Plateau
2631,nine
2632,Prince Charles Mountains
2633,South Pole
2634,International Polar Foundation
2635,6 September 2007
2636,Belgian-based
2637,Antarctica
2638,Johan Berte
2639,Antarctica
2640,Antarctic Peninsula
2641,Antarctica
2642,Antarctica
2643,Antarctica
2644,West Antarctica
2645,Gondwana
2646,Earth
2647,25
2648,1959
2649,Antarctic Mineral Resources CRAMRA
2650,Gondwana
2651,14 January 1998
2652,Committee Environmental Protection
2653,17 January 1773
2654,National Science Foundation
2655,November 1820
2656,32
2657,1895
2658,Antarctica
2659,three
2660,Frei Montalva Station
2661,three
2662,CFCs
2663,Antarctica
2664,West Antarctica
2665,West Antarctica
2666,360
2667,West Antarctica
2668,Antarctica
2669,South Pole
2670,World Ocean
2671,Australia
2672,98%
2673,Antarctica
2674,.2
2675,.2
2676,West Antarctica
2677,Patagonian
2678,Aristotle
2679,Hyginus Apuleius
2680,Marinus of Tyre
2681,West Antarctica
2682,Old French
2683,Antarctica
2684,6
2685,Ozone
2686,6
2687,Antarctica
2688,Elisabeth
2689,70 350
2690,Antarctic Peninsula
2691,International Polar Foundation
2692,2004
2693,Antarctica
2694,5-COMMA-400
2695,Mars
2696,Earth's
2697,East Antarctica
2698,Antarctica
2699,Adlie
2700,Antarctica
2701,Antarctica
2702,Vinson Massif
2703,4-COMMA-892
2704,West Antarctica
2705,Antarctic Peninsula
2706,Antarctica
2707,1983
2708,1983
2709,Greenpeace International
2710,1959
2711,1959
2712,NASA
2713,416
2714,Early Triassic
2715,Antarctic Peninsula
2716,Cambrian
2717,
2718,Earth
2719,1912
2720,Japanese
2721,Adelie Land
2722,Vinson Massif
2723,Antarctica Australia
2724,20
2725,0.8
2726,Antarctica
2727,Antarctica
2728,1786
2729,Antarctica
2730,Britons
2731,1910
2732,West Antarctica
2733,Antarctica
2734,0.1
2735,Antarctica
2736,West Antarctica
2737,Antarctic
2738,Antarctic Circle
2739,James Weddell
2740,Antarctica
2741,Southern Ocean
2742,1998
2743,Protocol Environmental Protection
2744,West Antarctica
2745,Antarctic Treaty Consultative Meeting
2746,Antarctica
2747,Protocol Environmental Protection
2748,1998
2749,2048
2750,Hughes Bay
2751,112-COMMA-934
2752,Earth
2753,Antarctica
2754,Earth
2755,Earth
2756,Earth
2757,2002
2758,2002
2759,30
2760,30
2761,41
2762,February 1909
2763,West Antarctica
2764,Asia North Africahad
2765,Andes
2766,may
2767,98%
2768,Antarctica
2769,1.6
2770,70%
2771,20
2772,Lake Vostok
2773,Jupiter's moon
2774,Jupiter's moon
2775,7 February 2008
2776,University of California
2777,160
2778,66
2779,West Antarctica
2780,40
2781,Gondwana
2782,South Pole Belgium
2783,9-COMMA-800
2784,three
2785,Antarctic Peninsula
2786,9-COMMA-800
2787,Emilio Marcos Palma
2788,East Antarctic
2789,one
2790,Antarctic Treaty
2791,1150
2792,McMurdo Dry Valleys
2793,1150
2794,McMurdo Dry Valleys
2795,Antarctic
2796,22 December 2012
2797,Antarctica
2798,Maud Land
2799,18 December 2012
2800,2012
2801,6
2802,Antarctic
2803,Alain Hubert
2804,Antarctica
2805,901 1979
2806,Gondwana
2807,McMurdo Dry
2808,Glaciologists Antarctica
2809,Antarctica
2810,Antarctic
2811,Potter Stewart
2812,Greece
2813,1879
2814,may
2815,Establishment Clause
2816,English Civil War
2817,Protestants
2818,Roger Williams
2819,Stuyvesant
2820,New Netherland
2821,God
2822,2 1789
2823,America
2824,United States
2825,one
2826,1776
2827,Protestants
2828,1776
2829,West Jersey
2830,VI
2831,Flushing Remonstrance
2832,Catholic Church
2833,1657
2834,Peter Stuyvesant
2835,Dutch Republic
2836,Establishment Clause
2837,US
2838,New England
2839,1773
2840,1786
2841,Roger Sherman
2842,Baptist
2843,Stuyvesant
2844,1644
2845,Thomas Jefferson
2846,Jefferson James
2847,four
2848,Capitol
2849,four
2850,House
2851,Steven Waldman
2852,State
2853,University of Virginia
2854,Jefferson's
2855,one
2856,1878
2857,Jefferson Madison
2858,Greece
2859,Reynolds
2860,American
2861,United
2862,States
2863,Patrick Henry
2864,Statute
2865,II
2866,New York New Jersey
2867,Duke of York
2868,New York New Jersey
2869,New Amsterdam
2870,1698
2871,West Jersey
2872,Duke of York
2873,Professorship
2874,East Jersey
2875,may may
2876,United States
2877,Jefferson
2878,US Constitution
2879,two
2880,Robert N
2881,Massachusetts
2882,Civil Religion
2883,John Baker
2884,Elbridge Gerry
2885,Madison's
2886,Connecticut
2887,Rep
2888,Danbury Baptists
2889,Rep
2890,South Carolina
2891,1868
2892,1868
2893,Supreme Court
2894,1868
2895,Due Process Clause Privileges Immunities Clause
2896,United States
2897,Justice Hugo Black
2898,Establishment Clause
2899,Board of Education of Kiryas Joel Village School District
2900,1994
2901,Establishment Clause
2902,Jefferson Madison
2903,Religion Govt
2904,Everson
2905,Jefferson Madison
2906,330
2907,New Jersey
2908,Jefferson James
2909,Thomas Jefferson
2910,Jefferson
2911,Supreme Court
2912,Church State
2913,Justice Hugo Black
2914,four
2915,Jeffries Ryan
2916,421 1962
2917,Greece
2918,Town of Greece
2919,Court
2920,France Germany
2921,Potter Stewart
2922,Justice
2923,Court
2924,Potter Stewart
2925,393
2926,US Constitution
2927,Abe Fortas
2928,United
2929,97 1968
2930,403
2931,Pennsylvania
2932,Kurtzman
2933,Pennsylvania
2934,Jeffries Ryan
2935,1961
2936,Lemon Test
2937,Fourteenth Amendment
2938,one
2939,Lemon
2940,three
2941,2002
2942,Elk Grove Unified School District
2943,Board of Education of Kiryas Joel Village School District
2944,Newdow
2945,2005
2946,American
2947,2006
2948,May 3
2949,American
2950,May 5
2951,May 5
2952,Greece
2953,Jeffries Ryan
2954,1961
2955,Supreme Court
2956,Thomas Jefferson
2957,Congress
2958,Establishment Clause
2959,Founding Fathers
2960,Establishment Clause
2961,1868
2962,one
2963,Epperson
2964,America
2965,Engel
2966,Supreme Being
2967,Establishment Clause
2968,Seven
2969,Supreme Being
2970,Constitution Article
2971,God
2972,First Amendment
2973,one
2974,May 5
2975,In God We Trust
2976,In God We Trust
2977,United
2978,Ohio's
2979,2001
2980,2001
2981,New Jersey
2982,two
2983,Jeffries Ryan
2984,United States Court of Appeals the Sixth Circuit
2985,Jeffries Ryan
2986,Protestants
2987,1970
2988,Jeffries Ryan
2989,Columbia
2990,Columbia
2991,American
2992,United States
2993,Brent Walker
2994,United States
2995,Jeffries Ryan
2996,Catholic Church
2997,Elbridge Gerry
2998,Steven Waldman
2999,US
3000,The Founding Fathers
3001,The Founding Fathers
3002,Light
3003,Robert N
3004,John F
3005,Civil Religion
3006,1967
3007,Board of Education
3008,United States
3009,Robert N
3010,United States
3011,98
3012,Robert S
3013,Lophotrochozoa
3014,
3015,one
3016,one
3017,
3018,Echiura Sipuncula
3019,Echiura Sipuncula
3020,
3021,
3022,
3023,
3024,
3025,
3026,one
3027,China
3028,
3029,may
3030,may
3031,
3032,Hirudo
3033,Dickinsonia
3034,Septa
3035,2008
3036,299 million
3037,472 461 million
3038,two
3039,two
3040,
3041,Lophotrochozoa
3042,
3043,Greg Rouse Kristian Fauchald
3044,Greek
3045,
3046,
3047,Greek
3048,
3049,
3050,
3051,
3052,Greek
3053,
3054,4
3055,
3056,
3057,
3058,
3059,
3060,
3061,Owenia
3062,30
3063,
3064,two
3065,
3066,one
3067,
3068,
3069,
3070,Greek
3071,Torsten Struck
3072,
3073,
3074,
3075,Echiura Sipuncula
3076,two
3077,
3078,
3079,
3080,
3081,
3082,4
3083,
3084,two
3085,
3086,Clitellata
3087,two
3088,two
3089,
3090,
3091,Greek
3092,
3093,Eunicidae Phyllodocidae
3094,
3095,
3096,
3097,Siboglinidae
3098,15%
3099,Ediacaran
3100,Ediacaran
3101,
3102,
3103,
3104,Wisconsin
3105,two
3106,two
3107,
3108,
3109,Lophotrochozoa
3110,300
3111,14%
3112,14%
3113,
3114,two
3115,
3116,Palolo
3117,
3118,one
3119,
3120,
3121,
3122,Charles Darwin's
3123,1881
3124,
3125,Charles Darwin's
3126,may
3127,North America
3128,North America
3129,Charles Darwin's
3130,Samoa
3131,
3132,
3133,
3134,Charles Darwin's
3135,China
3136,China
3137,200
3138,30
3139,IUCN
3140,4
3141,Greek
3142,2008
3143,472 461 million
3144,Australia
3145,472 461 million
3146,Tertiary
3147,472 461 million
3148,472 461 million
3149,
3150,
3151,
3152,80
3153,1997
3154,Torsten Struck
3155,3
3156,3
3157,81
3158,Greg Rouse Kristian Fauchald
3159,2007
3160,two
3161,
3162,Samoa
3163,2007
3164,
3165,one
3166,one
3167,Greek
3168,
3169,The Lophotrochozoa
3170,
3171,4
3172,six
3173,6 August 1978 2141
3174,XXIII
3175,six
3176,Christ
3177,Pilgrim
3178,VI
3179,six
3180,six
3181,Pius XII John XXIII
3182,Concesio
3183,Concesio
3184,Catholic Action
3185,two
3186,Mary Mother of the Church
3187,1916
3188,Canon
3189,Milan
3190,1922
3191,Milan
3192,Warsaw
3193,one
3194,Basilica
3195,Peace
3196,Warsaw
3197,Paul
3198,3 June 1963
3199,Benedict
3200,1976
3201,Lodovico Montini
3202,1922
3203,State Department
3204,XII
3205,Secretariat
3206,Catholic
3207,1947
3208,1939 1947
3209,Milan
3210,Lodovico Montini
3211,Benito Mussolini's
3212,Pius
3213,VI
3214,15-COMMA-000
3215,Catholic Church
3216,Church Asylum
3217,1954
3218,5 January 1955
3219,1955
3220,12 December 1954
3221,Milan
3222,Montini
3223,1961
3224,Vatican
3225,Commission Extraordinary Affairs
3226,Pilgrim
3227,Italian
3228,Rome
3229,Church the Second Vatican Council
3230,1-COMMA-000
3231,10 24 November 1957
3232,XII
3233,1957
3234,42
3235,12 December 1954
3236,John
3237,may
3238,Angelo Roncalli
3239,1958
3240,may
3241,Vatican
3242,1962
3243,Vatican
3244,VI
3245,Vatican
3246,two
3247,1958
3248,1958
3249,Council
3250,Euro-centric Church Church of the world
3251,Pius XII
3252,Paul
3253,Paul
3254,John Paul
3255,Vatican
3256,Augustin Bea
3257,President
3258,Paul
3259,Bea
3260,Christians
3261,Milan
3262,Six
3263,29 September 1963
3264,Six
3265,Paul
3266,Catholic Church
3267,XII
3268,Paul
3269,Rome
3270,Christian
3271,14 September 1964
3272,Paul
3273,Saint Ambrose
3274,Montini
3275,1964
3276,Roman Curia
3277,Christ
3278,8 December 1965
3279,Church
3280,Church
3281,Montini
3282,1968
3283,Pius
3284,August
3285,Pontificalis Domus
3286,eighty
3287,6 August 1966
3288,21 November 1970
3289,80
3290,6 August 1966
3291,Latin Roman Catholic
3292,Catholic Church
3293,1951 1955
3294,VIe
3295,three
3296,Latin
3297,VI
3298,Mass of Paul
3299,Paul
3300,four
3301,John Paul
3302,Anglican Church
3303,Montini
3304,Christians
3305,four
3306,four
3307,Montini
3308,Pius XII
3309,1976
3310,Pius XII
3311,VI
3312,VI
3313,1964
3314,Cardinal
3315,Johnson
3316,United Nations
3317,Paul
3318,Saint Paul
3319,VI
3320,October 1965
3321,Vatican
3322,Paul VI
3323,Iceland
3324,Paul
3325,Catholic Church
3326,Catholic Church
3327,Catholic Church
3328,6 August 1964
3329,26 September
3330,Rome
3331,Catholic Church the Body of
3332,Paul VI
3333,24 June 1967
3334,24 June 1967
3335,Montini
3336,Pope
3337,Evangelium
3338,Canon Law
3339,eight
3340,Evangelium
3341,Saint Paul
3342,God
3343,Christ
3344,Paul
3345,Evangelium
3346,Robert McNamara
3347,Bolivia
3348,Bolivia
3349,Montini
3350,Colombia
3351,14 September 1964
3352,eight
3353,Humanae
3354,John Paul
3355,Catholic Church
3356,Rome
3357,two
3358,Catholic
3359,VI
3360,God
3361,World Council of Churches
3362,1965
3363,Second Vatican Council Rome
3364,Shenouda
3365,three
3366,Michael Ramsey
3367,Michael Ramsey
3368,XXIII 2 December
3369,Canterbury
3370,Rome
3371,VI
3372,Canon Law
3373,Body
3374,Anglican Church
3375,Paul
3376,1965
3377,1968
3378,Catholic
3379,Uppsala
3380,Schiotz
3381,Mary Mother of the Church
3382,four
3383,1964
3384,Schiotz
3385,Schiotz
3386,Augustin Bea
3387,Augustin Bea
3388,Saint Paul
3389,World Council of Churches
3390,six
3391,Joseph Ratzinger
3392,Karol Wojtya
3393,1978
3394,Apostle
3395,Vatican
3396,VI
3397,Giovanni Battista Enrico Antonio Maria Montini
3398,two
3399,God
